"RegionName","HousingType","Time","Value"
"San Francisco","3 Bedroom",2013-05-01,NA
"Seattle","3 Bedroom",2013-05-01,1.38686131386861
"Los Angeles","4 Bedroom",2013-05-01,1.43769968051118
"Seattle","4 Bedroom",2013-05-01,1.18340123121492
"New York","All Homes",2013-05-01,NA
"Los Angeles","All Homes",2013-05-01,1.78571428571429
"San Francisco","All Homes",2013-05-01,3.69883720930233
"Seattle","All Homes",2013-05-01,1.75514672253742
"New York","Condominium",2013-05-01,NA
"Los Angeles","Condominium",2013-05-01,1.88679245283019
"San Francisco","Condominium",2013-05-01,3.94736842105263
"Seattle","Condominium",2013-05-01,1.96002698832342
"Los Angeles","Single Family Residence",2013-05-01,1.72932330827068
"San Francisco","Single Family Residence",2013-05-01,NA
"Seattle","Single Family Residence",2013-05-01,NA
"Los Angeles","1 Bedroom",2013-06-01,2.195
"San Francisco","1 Bedroom",2013-06-01,4.11984352773827
"Seattle","1 Bedroom",2013-06-01,2.21906099518459
"Los Angeles","2 Bedroom",2013-06-01,1.92592592592593
"San Francisco","2 Bedroom",2013-06-01,3.75
"Los Angeles","3 Bedroom",2013-06-01,1.71879795887047
"San Francisco","3 Bedroom",2013-06-01,NA
"Seattle","3 Bedroom",2013-06-01,1.4027027027027
"Los Angeles","4 Bedroom",2013-06-01,1.47849462365591
"Seattle","4 Bedroom",2013-06-01,1.12385321100917
"New York","All Homes",2013-06-01,NA
"Los Angeles","All Homes",2013-06-01,1.79591836734694
"San Francisco","All Homes",2013-06-01,3.51982263954095
"Seattle","All Homes",2013-06-01,1.76888844936709
"New York","Condominium",2013-06-01,NA
"Los Angeles","Condominium",2013-06-01,1.86739926739927
"San Francisco","Condominium",2013-06-01,3.75784518828452
"Seattle","Condominium",2013-06-01,2.05035971223022
"Los Angeles","Single Family Residence",2013-06-01,1.74825174825175
"San Francisco","Single Family Residence",2013-06-01,NA
"Seattle","Single Family Residence",2013-06-01,1.37209302325581
"Los Angeles","1 Bedroom",2013-07-01,2.14615384615385
