"RegionName","City","HousingType","Time","Value","lon","lat"
10003,"New York","All Homes",2015-03-01,25.3,-73.9874105,40.7322535
10003,"New York","All Homes",2015-04-01,25.67,-73.9874105,40.7322535
10003,"New York","All Homes",2015-05-01,26.75,-73.9874105,40.7322535
10003,"New York","All Homes",2015-06-01,26.26,-73.9874105,40.7322535
10003,"New York","All Homes",2015-07-01,26.55,-73.9874105,40.7322535
10003,"New York","All Homes",2015-08-01,27.07,-73.9874105,40.7322535
10003,"New York","All Homes",2015-09-01,27.23,-73.9874105,40.7322535
10003,"New York","All Homes",2015-10-01,26.64,-73.9874105,40.7322535
10003,"New York","All Homes",2015-11-01,26.15,-73.9874105,40.7322535
10003,"New York","All Homes",2015-12-01,24.45,-73.9874105,40.7322535
10003,"New York","All Homes",2016-01-01,24.87,-73.9874105,40.7322535
10003,"New York","All Homes",2016-02-01,24.38,-73.9874105,40.7322535
10003,"New York","All Homes",2016-03-01,24.57,-73.9874105,40.7322535
10003,"New York","All Homes",2016-04-01,23.7,-73.9874105,40.7322535
10003,"New York","All Homes",2016-05-01,19.8,-73.9874105,40.7322535
10003,"New York","All Homes",2016-06-01,20.52,-73.9874105,40.7322535
10003,"New York","All Homes",2016-07-01,21.14,-73.9874105,40.7322535
10003,"New York","All Homes",2016-08-01,21.92,-73.9874105,40.7322535
10003,"New York","All Homes",2016-09-01,22.64,-73.9874105,40.7322535
10003,"New York","All Homes",2016-10-01,22.7,-73.9874105,40.7322535
10003,"New York","All Homes",2016-11-01,23.3,-73.9874105,40.7322535
10003,"New York","All Homes",2016-12-01,24.01,-73.9874105,40.7322535
10003,"New York","All Homes",2017-01-01,23.92,-73.9874105,40.7322535
10003,"New York","All Homes",2017-02-01,24.54,-73.9874105,40.7322535
10004,"New York","All Homes",2010-10-01,19.96,-74.0138541,40.7038704
10004,"New York","All Homes",2010-11-01,20.03,-74.0138541,40.7038704
10004,"New York","All Homes",2010-12-01,19.73,-74.0138541,40.7038704
10004,"New York","All Homes",2011-01-01,19.56,-74.0138541,40.7038704
10004,"New York","All Homes",2011-02-01,20.23,-74.0138541,40.7038704
10004,"New York","All Homes",2011-03-01,20.81,-74.0138541,40.7038704
10004,"New York","All Homes",2011-04-01,20.98,-74.0138541,40.7038704
10004,"New York","All Homes",2011-05-01,21.56,-74.0138541,40.7038704
10004,"New York","All Homes",2011-06-01,20.85,-74.0138541,40.7038704
10004,"New York","All Homes",2011-07-01,20.91,-74.0138541,40.7038704
10004,"New York","All Homes",2011-08-01,21.35,-74.0138541,40.7038704
10004,"New York","All Homes",2011-09-01,20.92,-74.0138541,40.7038704
10004,"New York","All Homes",2011-10-01,20.84,-74.0138541,40.7038704
10004,"New York","All Homes",2011-11-01,20.61,-74.0138541,40.7038704
10004,"New York","All Homes",2011-12-01,19.77,-74.0138541,40.7038704
10004,"New York","All Homes",2012-01-01,20.44,-74.0138541,40.7038704
10004,"New York","All Homes",2012-02-01,19.96,-74.0138541,40.7038704
10004,"New York","All Homes",2012-03-01,20.1,-74.0138541,40.7038704
10004,"New York","All Homes",2012-04-01,20.19,-74.0138541,40.7038704
10004,"New York","All Homes",2012-05-01,19.86,-74.0138541,40.7038704
10004,"New York","All Homes",2012-06-01,20.08,-74.0138541,40.7038704
10004,"New York","All Homes",2012-07-01,20.18,-74.0138541,40.7038704
10004,"New York","All Homes",2012-08-01,19.93,-74.0138541,40.7038704
10004,"New York","All Homes",2012-09-01,20.15,-74.0138541,40.7038704
10004,"New York","All Homes",2012-10-01,20.04,-74.0138541,40.7038704
10004,"New York","All Homes",2012-11-01,19.94,-74.0138541,40.7038704
10004,"New York","All Homes",2012-12-01,19.94,-74.0138541,40.7038704
10004,"New York","All Homes",2013-01-01,20.82,-74.0138541,40.7038704
10004,"New York","All Homes",2013-02-01,20.43,-74.0138541,40.7038704
10004,"New York","All Homes",2013-03-01,20.55,-74.0138541,40.7038704
10004,"New York","All Homes",2013-04-01,21.2,-74.0138541,40.7038704
10004,"New York","All Homes",2013-05-01,21.19,-74.0138541,40.7038704
10004,"New York","All Homes",2013-06-01,21.07,-74.0138541,40.7038704
10004,"New York","All Homes",2013-07-01,21.43,-74.0138541,40.7038704
10004,"New York","All Homes",2013-08-01,22.89,-74.0138541,40.7038704
10004,"New York","All Homes",2013-09-01,23.04,-74.0138541,40.7038704
10004,"New York","All Homes",2013-10-01,23.39,-74.0138541,40.7038704
10004,"New York","All Homes",2013-11-01,23.27,-74.0138541,40.7038704
10004,"New York","All Homes",2013-12-01,22.88,-74.0138541,40.7038704
