"RegionName","HousingType","Time","Value"
"San Francisco","Condominium",1997-08-01,295900
"Seattle","Condominium",1997-08-01,147100
"New York","Single Family Residence",1997-08-01,NA
"Los Angeles","Single Family Residence",1997-08-01,167600
"San Francisco","Single Family Residence",1997-08-01,292800
"Seattle","Single Family Residence",1997-08-01,190100
"New York","1 Bedroom",1997-09-01,NA
"Los Angeles","1 Bedroom",1997-09-01,97100
"San Francisco","1 Bedroom",1997-09-01,235200
"Seattle","1 Bedroom",1997-09-01,123100
"New York","2 Bedroom",1997-09-01,NA
"Los Angeles","2 Bedroom",1997-09-01,130900
"San Francisco","2 Bedroom",1997-09-01,291000
"Seattle","2 Bedroom",1997-09-01,160900
"New York","3 Bedroom",1997-09-01,174400
"Los Angeles","3 Bedroom",1997-09-01,157700
"San Francisco","3 Bedroom",1997-09-01,325800
"Seattle","3 Bedroom",1997-09-01,192100
"New York","4 Bedroom",1997-09-01,207000
"Los Angeles","4 Bedroom",1997-09-01,222700
"San Francisco","4 Bedroom",1997-09-01,366800
"Seattle","4 Bedroom",1997-09-01,229200
"New York","5+ Bedroom",1997-09-01,NA
"Los Angeles","5+ Bedroom",1997-09-01,416400
"San Francisco","5+ Bedroom",1997-09-01,445900
"Seattle","5+ Bedroom",1997-09-01,257300
"New York","All Homes",1997-09-01,NA
"Los Angeles","All Homes",1997-09-01,159800
"San Francisco","All Homes",1997-09-01,296700
"Seattle","All Homes",1997-09-01,179200
"New York","Condominium",1997-09-01,NA
"Los Angeles","Condominium",1997-09-01,133800
"San Francisco","Condominium",1997-09-01,298100
"Seattle","Condominium",1997-09-01,148800
"New York","Single Family Residence",1997-09-01,NA
"Los Angeles","Single Family Residence",1997-09-01,168200
"San Francisco","Single Family Residence",1997-09-01,296200
"Seattle","Single Family Residence",1997-09-01,191900
"New York","1 Bedroom",1997-10-01,NA
"Los Angeles","1 Bedroom",1997-10-01,98300
"San Francisco","1 Bedroom",1997-10-01,236700
"Seattle","1 Bedroom",1997-10-01,124100
"New York","2 Bedroom",1997-10-01,NA
"Los Angeles","2 Bedroom",1997-10-01,131800
"San Francisco","2 Bedroom",1997-10-01,294200
"Seattle","2 Bedroom",1997-10-01,162400
"New York","3 Bedroom",1997-10-01,174800
"Los Angeles","3 Bedroom",1997-10-01,158500
"San Francisco","3 Bedroom",1997-10-01,330100
"Seattle","3 Bedroom",1997-10-01,194000
