"RegionName","HousingType","Time","Value"
"Los Angeles","All Homes",2010-06-01,281
"San Francisco","All Homes",2010-06-01,549
"Seattle","All Homes",2010-06-01,275
"New York","All Homes",2010-07-01,361
"Los Angeles","All Homes",2010-07-01,280
"San Francisco","All Homes",2010-07-01,547
"Seattle","All Homes",2010-07-01,274
"New York","All Homes",2010-08-01,359
"Los Angeles","All Homes",2010-08-01,278
"San Francisco","All Homes",2010-08-01,546
"Seattle","All Homes",2010-08-01,271
"New York","All Homes",2010-09-01,358
"Los Angeles","All Homes",2010-09-01,277
"San Francisco","All Homes",2010-09-01,548
"Seattle","All Homes",2010-09-01,269
"New York","All Homes",2010-10-01,357
"Los Angeles","All Homes",2010-10-01,275
"San Francisco","All Homes",2010-10-01,549
"Seattle","All Homes",2010-10-01,268
"New York","All Homes",2010-11-01,356
"Los Angeles","All Homes",2010-11-01,274
"San Francisco","All Homes",2010-11-01,546
"Seattle","All Homes",2010-11-01,267
"New York","All Homes",2010-12-01,355
"Los Angeles","All Homes",2010-12-01,273
"San Francisco","All Homes",2010-12-01,541
"Seattle","All Homes",2010-12-01,265
"New York","All Homes",2011-01-01,353
"Los Angeles","All Homes",2011-01-01,271
"San Francisco","All Homes",2011-01-01,537
"Seattle","All Homes",2011-01-01,264
"New York","All Homes",2011-02-01,351
"Los Angeles","All Homes",2011-02-01,269
"San Francisco","All Homes",2011-02-01,532
"Seattle","All Homes",2011-02-01,262
"New York","All Homes",2011-03-01,349
"Los Angeles","All Homes",2011-03-01,268
"San Francisco","All Homes",2011-03-01,529
"Seattle","All Homes",2011-03-01,261
"New York","All Homes",2011-04-01,346
"Los Angeles","All Homes",2011-04-01,266
"San Francisco","All Homes",2011-04-01,528
"Seattle","All Homes",2011-04-01,260
"New York","All Homes",2011-05-01,343
"Los Angeles","All Homes",2011-05-01,265
"San Francisco","All Homes",2011-05-01,529
"Seattle","All Homes",2011-05-01,259
"New York","All Homes",2011-06-01,341
"Los Angeles","All Homes",2011-06-01,264
"San Francisco","All Homes",2011-06-01,529
"Seattle","All Homes",2011-06-01,258
"New York","All Homes",2011-07-01,340
"Los Angeles","All Homes",2011-07-01,263
"San Francisco","All Homes",2011-07-01,527
"Seattle","All Homes",2011-07-01,256
"New York","All Homes",2011-08-01,339
"Los Angeles","All Homes",2011-08-01,261
"San Francisco","All Homes",2011-08-01,524
"Seattle","All Homes",2011-08-01,255
"New York","All Homes",2011-09-01,338
"Los Angeles","All Homes",2011-09-01,259
"San Francisco","All Homes",2011-09-01,522
"Seattle","All Homes",2011-09-01,255
"New York","All Homes",2011-10-01,337
"Los Angeles","All Homes",2011-10-01,258
"San Francisco","All Homes",2011-10-01,522
"Seattle","All Homes",2011-10-01,254
"New York","All Homes",2011-11-01,336
"Los Angeles","All Homes",2011-11-01,257
"San Francisco","All Homes",2011-11-01,524
"Seattle","All Homes",2011-11-01,254
"New York","All Homes",2011-12-01,336
"Los Angeles","All Homes",2011-12-01,256
"San Francisco","All Homes",2011-12-01,523
"Seattle","All Homes",2011-12-01,254
"New York","All Homes",2012-01-01,336
"Los Angeles","All Homes",2012-01-01,254
"San Francisco","All Homes",2012-01-01,522
"Seattle","All Homes",2012-01-01,255
"New York","All Homes",2012-02-01,336
"Los Angeles","All Homes",2012-02-01,254
"San Francisco","All Homes",2012-02-01,523
"Seattle","All Homes",2012-02-01,257
"New York","All Homes",2012-03-01,337
"Los Angeles","All Homes",2012-03-01,254
"San Francisco","All Homes",2012-03-01,525
"Seattle","All Homes",2012-03-01,259
"New York","All Homes",2012-04-01,337
"Los Angeles","All Homes",2012-04-01,255
"San Francisco","All Homes",2012-04-01,530
"Seattle","All Homes",2012-04-01,260
"New York","All Homes",2012-05-01,338
"Los Angeles","All Homes",2012-05-01,258
"San Francisco","All Homes",2012-05-01,537
"Seattle","All Homes",2012-05-01,261
"New York","All Homes",2012-06-01,339
"Los Angeles","All Homes",2012-06-01,261
"San Francisco","All Homes",2012-06-01,544
"Seattle","All Homes",2012-06-01,264
"New York","All Homes",2012-07-01,340
"Los Angeles","All Homes",2012-07-01,263
"San Francisco","All Homes",2012-07-01,554
"Seattle","All Homes",2012-07-01,266
"New York","All Homes",2012-08-01,342
"Los Angeles","All Homes",2012-08-01,266
"San Francisco","All Homes",2012-08-01,563
"Seattle","All Homes",2012-08-01,268
"New York","All Homes",2012-09-01,342
"Los Angeles","All Homes",2012-09-01,268
"San Francisco","All Homes",2012-09-01,571
"Seattle","All Homes",2012-09-01,271
"New York","All Homes",2012-10-01,343
"Los Angeles","All Homes",2012-10-01,271
"San Francisco","All Homes",2012-10-01,579
"Seattle","All Homes",2012-10-01,273
"New York","All Homes",2012-11-01,343
"Los Angeles","All Homes",2012-11-01,274
"San Francisco","All Homes",2012-11-01,589
"Seattle","All Homes",2012-11-01,276
"New York","All Homes",2012-12-01,344
"Los Angeles","All Homes",2012-12-01,277
"San Francisco","All Homes",2012-12-01,595
"Seattle","All Homes",2012-12-01,279
"New York","All Homes",2013-01-01,344
"Los Angeles","All Homes",2013-01-01,279
"San Francisco","All Homes",2013-01-01,600
"Seattle","All Homes",2013-01-01,282
"New York","All Homes",2013-02-01,343
"Los Angeles","All Homes",2013-02-01,283
"San Francisco","All Homes",2013-02-01,607
"Seattle","All Homes",2013-02-01,285
"New York","All Homes",2013-03-01,344
"Los Angeles","All Homes",2013-03-01,289
"San Francisco","All Homes",2013-03-01,617
"Seattle","All Homes",2013-03-01,287
"New York","All Homes",2013-04-01,346
"Los Angeles","All Homes",2013-04-01,295
"San Francisco","All Homes",2013-04-01,628
"Seattle","All Homes",2013-04-01,290
"New York","All Homes",2013-05-01,348
"Los Angeles","All Homes",2013-05-01,302
"San Francisco","All Homes",2013-05-01,641
"Seattle","All Homes",2013-05-01,293
"New York","All Homes",2013-06-01,350
"Los Angeles","All Homes",2013-06-01,308
"San Francisco","All Homes",2013-06-01,653
"Seattle","All Homes",2013-06-01,296
"New York","All Homes",2013-07-01,351
"Los Angeles","All Homes",2013-07-01,313
"San Francisco","All Homes",2013-07-01,663
"Seattle","All Homes",2013-07-01,297
"New York","All Homes",2013-08-01,353
"Los Angeles","All Homes",2013-08-01,318
"San Francisco","All Homes",2013-08-01,674
"Seattle","All Homes",2013-08-01,299
"New York","All Homes",2013-09-01,355
"Los Angeles","All Homes",2013-09-01,323
"San Francisco","All Homes",2013-09-01,685
"Seattle","All Homes",2013-09-01,301
"New York","All Homes",2013-10-01,357
"Los Angeles","All Homes",2013-10-01,326
"San Francisco","All Homes",2013-10-01,692
"Seattle","All Homes",2013-10-01,302
"New York","All Homes",2013-11-01,359
"Los Angeles","All Homes",2013-11-01,329
"San Francisco","All Homes",2013-11-01,698
"Seattle","All Homes",2013-11-01,304
"New York","All Homes",2013-12-01,362
"Los Angeles","All Homes",2013-12-01,331
"San Francisco","All Homes",2013-12-01,702
"Seattle","All Homes",2013-12-01,307
"New York","All Homes",2014-01-01,365
"Los Angeles","All Homes",2014-01-01,332
"San Francisco","All Homes",2014-01-01,707
"Seattle","All Homes",2014-01-01,309
"New York","All Homes",2014-02-01,369
"Los Angeles","All Homes",2014-02-01,333
"San Francisco","All Homes",2014-02-01,715
"Seattle","All Homes",2014-02-01,312
"New York","All Homes",2014-03-01,370
"Los Angeles","All Homes",2014-03-01,335
"San Francisco","All Homes",2014-03-01,726
"Seattle","All Homes",2014-03-01,315
"New York","All Homes",2014-04-01,370
"Los Angeles","All Homes",2014-04-01,338
"San Francisco","All Homes",2014-04-01,736
"Seattle","All Homes",2014-04-01,317
"New York","All Homes",2014-05-01,370
"Los Angeles","All Homes",2014-05-01,340
"San Francisco","All Homes",2014-05-01,744
"Seattle","All Homes",2014-05-01,318
"New York","All Homes",2014-06-01,370
"Los Angeles","All Homes",2014-06-01,341
"San Francisco","All Homes",2014-06-01,754
"Seattle","All Homes",2014-06-01,320
"New York","All Homes",2014-07-01,371
"Los Angeles","All Homes",2014-07-01,343
"San Francisco","All Homes",2014-07-01,764
"Seattle","All Homes",2014-07-01,323
"New York","All Homes",2014-08-01,374
"Los Angeles","All Homes",2014-08-01,347
"San Francisco","All Homes",2014-08-01,772
"Seattle","All Homes",2014-08-01,326
"New York","All Homes",2014-09-01,378
"Los Angeles","All Homes",2014-09-01,349
"San Francisco","All Homes",2014-09-01,777
"Seattle","All Homes",2014-09-01,328
"New York","All Homes",2014-10-01,380
"Los Angeles","All Homes",2014-10-01,351
"San Francisco","All Homes",2014-10-01,780
"Seattle","All Homes",2014-10-01,330
"New York","All Homes",2014-11-01,381
"Los Angeles","All Homes",2014-11-01,352
"San Francisco","All Homes",2014-11-01,782
"Seattle","All Homes",2014-11-01,332
"New York","All Homes",2014-12-01,380
"Los Angeles","All Homes",2014-12-01,352
"San Francisco","All Homes",2014-12-01,785
"Seattle","All Homes",2014-12-01,334
"New York","All Homes",2015-01-01,380
"Los Angeles","All Homes",2015-01-01,354
"San Francisco","All Homes",2015-01-01,791
"Seattle","All Homes",2015-01-01,336
"New York","All Homes",2015-02-01,380
"Los Angeles","All Homes",2015-02-01,356
"San Francisco","All Homes",2015-02-01,805
"Seattle","All Homes",2015-02-01,339
"New York","All Homes",2015-03-01,382
"Los Angeles","All Homes",2015-03-01,358
"San Francisco","All Homes",2015-03-01,826
"Seattle","All Homes",2015-03-01,344
"New York","All Homes",2015-04-01,384
"Los Angeles","All Homes",2015-04-01,360
"San Francisco","All Homes",2015-04-01,846
"Seattle","All Homes",2015-04-01,350
"New York","All Homes",2015-05-01,388
"Los Angeles","All Homes",2015-05-01,363
"San Francisco","All Homes",2015-05-01,862
"Seattle","All Homes",2015-05-01,356
"New York","All Homes",2015-06-01,391
"Los Angeles","All Homes",2015-06-01,364
"San Francisco","All Homes",2015-06-01,876
"Seattle","All Homes",2015-06-01,362
"New York","All Homes",2015-07-01,394
"Los Angeles","All Homes",2015-07-01,366
"San Francisco","All Homes",2015-07-01,886
"Seattle","All Homes",2015-07-01,366
"New York","All Homes",2015-08-01,396
"Los Angeles","All Homes",2015-08-01,368
"San Francisco","All Homes",2015-08-01,891
"Seattle","All Homes",2015-08-01,371
"New York","All Homes",2015-09-01,399
"Los Angeles","All Homes",2015-09-01,371
"San Francisco","All Homes",2015-09-01,891
"Seattle","All Homes",2015-09-01,375
"New York","All Homes",2015-10-01,402
"Los Angeles","All Homes",2015-10-01,373
"San Francisco","All Homes",2015-10-01,894
"Seattle","All Homes",2015-10-01,380
"New York","All Homes",2015-11-01,405
"Los Angeles","All Homes",2015-11-01,377
"San Francisco","All Homes",2015-11-01,900
"Seattle","All Homes",2015-11-01,384
"New York","All Homes",2015-12-01,408
"Los Angeles","All Homes",2015-12-01,380
"San Francisco","All Homes",2015-12-01,906
"Seattle","All Homes",2015-12-01,388
"New York","All Homes",2016-01-01,410
"Los Angeles","All Homes",2016-01-01,382
"San Francisco","All Homes",2016-01-01,911
"Seattle","All Homes",2016-01-01,392
"New York","All Homes",2016-02-01,412
"Los Angeles","All Homes",2016-02-01,386
"San Francisco","All Homes",2016-02-01,917
"Seattle","All Homes",2016-02-01,397
"New York","All Homes",2016-03-01,416
"Los Angeles","All Homes",2016-03-01,391
"San Francisco","All Homes",2016-03-01,921
"Seattle","All Homes",2016-03-01,403
"New York","All Homes",2016-04-01,419
"Los Angeles","All Homes",2016-04-01,393
"San Francisco","All Homes",2016-04-01,916
"Seattle","All Homes",2016-04-01,409
"New York","All Homes",2016-05-01,423
"Los Angeles","All Homes",2016-05-01,395
"San Francisco","All Homes",2016-05-01,906
"Seattle","All Homes",2016-05-01,414
"New York","All Homes",2016-06-01,427
"Los Angeles","All Homes",2016-06-01,397
"San Francisco","All Homes",2016-06-01,896
"Seattle","All Homes",2016-06-01,419
"New York","All Homes",2016-07-01,432
"Los Angeles","All Homes",2016-07-01,400
"San Francisco","All Homes",2016-07-01,889
"Seattle","All Homes",2016-07-01,423
"New York","All Homes",2016-08-01,437
"Los Angeles","All Homes",2016-08-01,402
"San Francisco","All Homes",2016-08-01,886
"Seattle","All Homes",2016-08-01,425
"New York","All Homes",2016-09-01,442
"Los Angeles","All Homes",2016-09-01,405
"San Francisco","All Homes",2016-09-01,885
"Seattle","All Homes",2016-09-01,427
"New York","All Homes",2016-10-01,446
"Los Angeles","All Homes",2016-10-01,408
"San Francisco","All Homes",2016-10-01,886
"Seattle","All Homes",2016-10-01,429
"New York","All Homes",2016-11-01,451
"Los Angeles","All Homes",2016-11-01,413
"San Francisco","All Homes",2016-11-01,894
"Seattle","All Homes",2016-11-01,431
"New York","All Homes",2016-12-01,454
"Los Angeles","All Homes",2016-12-01,416
"San Francisco","All Homes",2016-12-01,901
"Seattle","All Homes",2016-12-01,434
"New York","All Homes",2017-01-01,456
"Los Angeles","All Homes",2017-01-01,418
"San Francisco","All Homes",2017-01-01,901
"Seattle","All Homes",2017-01-01,437
"New York","All Homes",2017-02-01,459
"Los Angeles","All Homes",2017-02-01,419
"San Francisco","All Homes",2017-02-01,899
"Seattle","All Homes",2017-02-01,440
