"RegionName","City","HousingType","Time","Value"
"Upper West Side","New York","1 Bedroom",2010-01-01,NA
"Upper East Side","New York","1 Bedroom",2010-01-01,831.425598335068
"Hollywood","Los Angeles","1 Bedroom",2010-01-01,NA
"Williamsburg","New York","1 Bedroom",2010-01-01,NA
"Bedford Stuyvesant","New York","1 Bedroom",2010-01-01,NA
"Harlem","New York","1 Bedroom",2010-01-01,NA
"Lower East Side","New York","1 Bedroom",2010-01-01,NA
"Forest Hills","New York","1 Bedroom",2010-01-01,NA
"Gramercy","New York","1 Bedroom",2010-01-01,NA
"Rego Park","New York","1 Bedroom",2010-01-01,NA
"Downtown","Los Angeles","1 Bedroom",2010-01-01,NA
"Clinton","New York","1 Bedroom",2010-01-01,NA
"Financial District","New York","1 Bedroom",2010-01-01,NA
"Flatiron District","New York","1 Bedroom",2010-01-01,NA
"Columbus Circle","New York","1 Bedroom",2010-01-01,NA
"Sutton Place","New York","1 Bedroom",2010-01-01,NA
"Turtle Bay","New York","1 Bedroom",2010-01-01,NA
"Midtown","New York","1 Bedroom",2010-01-01,NA
"Spuyten Duyvil","New York","1 Bedroom",2010-01-01,254.808429118774
"North Riverdale","New York","1 Bedroom",2010-01-01,NA
"Hunters Point","New York","1 Bedroom",2010-01-01,NA
"Red Hook","New York","1 Bedroom",2010-01-01,NA
"Downtown","New York","1 Bedroom",2010-01-01,NA
"Upper West Side","New York","2 Bedroom",2010-01-01,1104.41767068273
"Sherman Oaks","Los Angeles","2 Bedroom",2010-01-01,NA
"South Los Angeles","Los Angeles","2 Bedroom",2010-01-01,NA
"Upper East Side","New York","2 Bedroom",2010-01-01,NA
"Southeast Los Angeles","Los Angeles","2 Bedroom",2010-01-01,NA
"Van Nuys","Los Angeles","2 Bedroom",2010-01-01,NA
"Astoria","New York","2 Bedroom",2010-01-01,NA
"Hollywood","Los Angeles","2 Bedroom",2010-01-01,NA
"Williamsburg","New York","2 Bedroom",2010-01-01,NA
"Bedford Stuyvesant","New York","2 Bedroom",2010-01-01,NA
"Harlem","New York","2 Bedroom",2010-01-01,NA
"North Hollywood","Los Angeles","2 Bedroom",2010-01-01,NA
"Mid City","Los Angeles","2 Bedroom",2010-01-01,NA
"Koreatown","Los Angeles","2 Bedroom",2010-01-01,NA
"Lower East Side","New York","2 Bedroom",2010-01-01,NA
"Sylmar","Los Angeles","2 Bedroom",2010-01-01,NA
"San Pedro","Los Angeles","2 Bedroom",2010-01-01,303.350818707716
"Forest Hills","New York","2 Bedroom",2010-01-01,NA
"Park Slope","New York","2 Bedroom",2010-01-01,NA
"Westwood","Los Angeles","2 Bedroom",2010-01-01,510.964912280702
"Chelsea","New York","2 Bedroom",2010-01-01,NA
"Woodland Hills","Los Angeles","2 Bedroom",2010-01-01,272.857142857143
"Highland Park","Los Angeles","2 Bedroom",2010-01-01,NA
"Mid City West","Los Angeles","2 Bedroom",2010-01-01,NA
"Encino","Los Angeles","2 Bedroom",2010-01-01,NA
"El Sereno","Los Angeles","2 Bedroom",2010-01-01,NA
"Mid Wilshire","Los Angeles","2 Bedroom",2010-01-01,NA
"Tarzana","Los Angeles","2 Bedroom",2010-01-01,NA
"Silver Lake","Los Angeles","2 Bedroom",2010-01-01,NA
"Hyde Park","Los Angeles","2 Bedroom",2010-01-01,NA
"Studio City","Los Angeles","2 Bedroom",2010-01-01,NA
"Del Rey","Los Angeles","2 Bedroom",2010-01-01,NA
"Venice","Los Angeles","2 Bedroom",2010-01-01,608.832807570978
"Brentwood","Los Angeles","2 Bedroom",2010-01-01,492.142857142857
"Hollywood Hills","Los Angeles","2 Bedroom",2010-01-01,NA
"Clinton","New York","2 Bedroom",2010-01-01,NA
"Financial District","New York","2 Bedroom",2010-01-01,NA
"Brighton Beach","New York","2 Bedroom",2010-01-01,NA
"Flatiron District","New York","2 Bedroom",2010-01-01,NA
"Columbus Circle","New York","2 Bedroom",2010-01-01,NA
"Turtle Bay","New York","2 Bedroom",2010-01-01,NA
"Midtown","New York","2 Bedroom",2010-01-01,NA
"Tribeca","New York","2 Bedroom",2010-01-01,NA
"Spuyten Duyvil","New York","2 Bedroom",2010-01-01,NA
"Riverdale","New York","2 Bedroom",2010-01-01,NA
"South Beach","San Francisco","2 Bedroom",2010-01-01,NA
"SoHo","New York","2 Bedroom",2010-01-01,NA
"Hunters Point","New York","2 Bedroom",2010-01-01,NA
"Downtown","New York","2 Bedroom",2010-01-01,NA
"DUMBO","New York","2 Bedroom",2010-01-01,NA
"Upper West Side","New York","3 Bedroom",2010-01-01,1269.9620796308
"Sherman Oaks","Los Angeles","3 Bedroom",2010-01-01,366.274201988488
"South Los Angeles","Los Angeles","3 Bedroom",2010-01-01,NA
"Upper East Side","New York","3 Bedroom",2010-01-01,NA
"Southeast Los Angeles","Los Angeles","3 Bedroom",2010-01-01,NA
"Van Nuys","Los Angeles","3 Bedroom",2010-01-01,NA
"Hollywood","Los Angeles","3 Bedroom",2010-01-01,NA
"Williamsburg","New York","3 Bedroom",2010-01-01,NA
"North Hollywood","Los Angeles","3 Bedroom",2010-01-01,NA
"Mid City","Los Angeles","3 Bedroom",2010-01-01,NA
"Sun Valley","Los Angeles","3 Bedroom",2010-01-01,NA
"Sylmar","Los Angeles","3 Bedroom",2010-01-01,NA
"Sheepshead Bay","New York","3 Bedroom",2010-01-01,NA
"Northridge","Los Angeles","3 Bedroom",2010-01-01,NA
"San Pedro","Los Angeles","3 Bedroom",2010-01-01,305.513016845329
"Reseda","Los Angeles","3 Bedroom",2010-01-01,NA
"Panorama City","Los Angeles","3 Bedroom",2010-01-01,NA
"North Hills","Los Angeles","3 Bedroom",2010-01-01,NA
"Westwood","Los Angeles","3 Bedroom",2010-01-01,NA
"Granada Hills","Los Angeles","3 Bedroom",2010-01-01,NA
"Winnetka","Los Angeles","3 Bedroom",2010-01-01,NA
"Chelsea","New York","3 Bedroom",2010-01-01,NA
"Woodland Hills","Los Angeles","3 Bedroom",2010-01-01,NA
"Mid City West","Los Angeles","3 Bedroom",2010-01-01,NA
"Encino","Los Angeles","3 Bedroom",2010-01-01,365.418216160254
"Mar Vista","Los Angeles","3 Bedroom",2010-01-01,NA
"Watts","Los Angeles","3 Bedroom",2010-01-01,NA
"Tarzana","Los Angeles","3 Bedroom",2010-01-01,NA
"Chatsworth","Los Angeles","3 Bedroom",2010-01-01,NA
"Arleta","Los Angeles","3 Bedroom",2010-01-01,NA
"Silver Lake","Los Angeles","3 Bedroom",2010-01-01,NA
"Westchester","Los Angeles","3 Bedroom",2010-01-01,NA
"Hyde Park","Los Angeles","3 Bedroom",2010-01-01,NA
"Studio City","Los Angeles","3 Bedroom",2010-01-01,403.626943005181
"West Hills","Los Angeles","3 Bedroom",2010-01-01,279.717174078186
"Venice","Los Angeles","3 Bedroom",2010-01-01,NA
"Hollywood Hills","Los Angeles","3 Bedroom",2010-01-01,601.795494523067
"Valley Glen","Los Angeles","3 Bedroom",2010-01-01,NA
"Financial District","New York","3 Bedroom",2010-01-01,NA
"Flatiron District","New York","3 Bedroom",2010-01-01,NA
"Pacific Palisades","Los Angeles","3 Bedroom",2010-01-01,NA
"Sutton Place","New York","3 Bedroom",2010-01-01,NA
"Turtle Bay","New York","3 Bedroom",2010-01-01,NA
"Tribeca","New York","3 Bedroom",2010-01-01,NA
"Beverly Glen","Los Angeles","3 Bedroom",2010-01-01,NA
"SoHo","New York","3 Bedroom",2010-01-01,NA
"Downtown","New York","3 Bedroom",2010-01-01,NA
"DUMBO","New York","3 Bedroom",2010-01-01,NA
"Lake Balboa","Los Angeles","3 Bedroom",2010-01-01,NA
"Upper West Side","New York","4 Bedroom",2010-01-01,NA
"Sherman Oaks","Los Angeles","4 Bedroom",2010-01-01,337.018064168239
"South Los Angeles","Los Angeles","4 Bedroom",2010-01-01,NA
"Upper East Side","New York","4 Bedroom",2010-01-01,NA
"Southeast Los Angeles","Los Angeles","4 Bedroom",2010-01-01,NA
"Mid City","Los Angeles","4 Bedroom",2010-01-01,NA
"Sylmar","Los Angeles","4 Bedroom",2010-01-01,NA
"Northridge","Los Angeles","4 Bedroom",2010-01-01,NA
"San Pedro","Los Angeles","4 Bedroom",2010-01-01,NA
"Reseda","Los Angeles","4 Bedroom",2010-01-01,NA
"Granada Hills","Los Angeles","4 Bedroom",2010-01-01,NA
"Woodland Hills","Los Angeles","4 Bedroom",2010-01-01,NA
"Encino","Los Angeles","4 Bedroom",2010-01-01,357.102030431386
"Tarzana","Los Angeles","4 Bedroom",2010-01-01,315.706346502705
"Chatsworth","Los Angeles","4 Bedroom",2010-01-01,NA
"Studio City","Los Angeles","4 Bedroom",2010-01-01,NA
"West Hills","Los Angeles","4 Bedroom",2010-01-01,NA
"Hollywood Hills","Los Angeles","4 Bedroom",2010-01-01,549.394790132548
"Pacific Palisades","Los Angeles","4 Bedroom",2010-01-01,NA
"Porter Ranch","Los Angeles","4 Bedroom",2010-01-01,NA
"Tribeca","New York","4 Bedroom",2010-01-01,NA
"Beverly Glen","Los Angeles","4 Bedroom",2010-01-01,675.085886791698
"Upper West Side","New York","5+ Bedroom",2010-01-01,NA
"Sherman Oaks","Los Angeles","5+ Bedroom",2010-01-01,NA
"South Los Angeles","Los Angeles","5+ Bedroom",2010-01-01,NA
"Upper East Side","New York","5+ Bedroom",2010-01-01,NA
"East New York","New York","5+ Bedroom",2010-01-01,188.029661016949
"Southeast Los Angeles","Los Angeles","5+ Bedroom",2010-01-01,NA
"Hollywood","Los Angeles","5+ Bedroom",2010-01-01,NA
"Bedford Stuyvesant","New York","5+ Bedroom",2010-01-01,NA
"Crown Heights","New York","5+ Bedroom",2010-01-01,NA
"Bushwick","New York","5+ Bedroom",2010-01-01,NA
"Corona","New York","5+ Bedroom",2010-01-01,NA
"Mid City","Los Angeles","5+ Bedroom",2010-01-01,NA
"Woodland Hills","Los Angeles","5+ Bedroom",2010-01-01,NA
"Encino","Los Angeles","5+ Bedroom",2010-01-01,401.712352241804
"Mid Wilshire","Los Angeles","5+ Bedroom",2010-01-01,NA
"Tarzana","Los Angeles","5+ Bedroom",2010-01-01,358.4229390681
"Brentwood","Los Angeles","5+ Bedroom",2010-01-01,NA
"Hollywood Hills","Los Angeles","5+ Bedroom",2010-01-01,NA
"Beverly Glen","Los Angeles","5+ Bedroom",2010-01-01,NA
"Bel Air","Los Angeles","5+ Bedroom",2010-01-01,NA
"Upper West Side","New York","All Homes",2010-01-01,987.569444444444
"Sherman Oaks","Los Angeles","All Homes",2010-01-01,NA
"South Los Angeles","Los Angeles","All Homes",2010-01-01,NA
"Upper East Side","New York","All Homes",2010-01-01,1015.46391752577
"East New York","New York","All Homes",2010-01-01,NA
"Southeast Los Angeles","Los Angeles","All Homes",2010-01-01,NA
"Washington Heights","New York","All Homes",2010-01-01,NA
"Van Nuys","Los Angeles","All Homes",2010-01-01,NA
"Astoria","New York","All Homes",2010-01-01,NA
"Hollywood","Los Angeles","All Homes",2010-01-01,NA
"Williamsburg","New York","All Homes",2010-01-01,649.493243243243
"Bedford Stuyvesant","New York","All Homes",2010-01-01,NA
"Flatbush","New York","All Homes",2010-01-01,NA
"Crown Heights","New York","All Homes",2010-01-01,NA
"Jamaica","New York","All Homes",2010-01-01,NA
"Harlem","New York","All Homes",2010-01-01,606.55737704918
"Williamsbridge","New York","All Homes",2010-01-01,NA
"East Harlem","New York","All Homes",2010-01-01,687.304347826087
"East Flatbush","New York","All Homes",2010-01-01,NA
"Sunset Park","New York","All Homes",2010-01-01,NA
"North Hollywood","Los Angeles","All Homes",2010-01-01,NA
"Mid City","Los Angeles","All Homes",2010-01-01,NA
"Bensonhurst","New York","All Homes",2010-01-01,NA
"Koreatown","Los Angeles","All Homes",2010-01-01,NA
"Westlake","Los Angeles","All Homes",2010-01-01,NA
"Lower East Side","New York","All Homes",2010-01-01,NA
"Canarsie","New York","All Homes",2010-01-01,NA
"Sun Valley","Los Angeles","All Homes",2010-01-01,NA
"Canoga Park","Los Angeles","All Homes",2010-01-01,NA
"Flushing","New York","All Homes",2010-01-01,NA
"South Ozone Park","New York","All Homes",2010-01-01,NA
"Boyle Heights","Los Angeles","All Homes",2010-01-01,NA
"Murray Hill","New York","All Homes",2010-01-01,NA
"Sylmar","Los Angeles","All Homes",2010-01-01,NA
"Sheepshead Bay","New York","All Homes",2010-01-01,356.55737704918
"Gravesend","New York","All Homes",2010-01-01,NA
"Northridge","Los Angeles","All Homes",2010-01-01,NA
"San Pedro","Los Angeles","All Homes",2010-01-01,304.526748971193
"Forest Hills","New York","All Homes",2010-01-01,NA
"East Village","New York","All Homes",2010-01-01,NA
"Pacoima","Los Angeles","All Homes",2010-01-01,NA
"Far Rockaway","New York","All Homes",2010-01-01,NA
"East Elmhurst","New York","All Homes",2010-01-01,NA
"Reseda","Los Angeles","All Homes",2010-01-01,NA
"Panorama City","Los Angeles","All Homes",2010-01-01,NA
"North Hills","Los Angeles","All Homes",2010-01-01,NA
"Jackson Heights","New York","All Homes",2010-01-01,NA
"Wilmington","Los Angeles","All Homes",2010-01-01,NA
"Midwood","New York","All Homes",2010-01-01,NA
"Flatlands","New York","All Homes",2010-01-01,NA
"Ozone Park","New York","All Homes",2010-01-01,NA
"Queens Village","New York","All Homes",2010-01-01,NA
"Park Slope","New York","All Homes",2010-01-01,641.281148654267
"Mission","San Francisco","All Homes",2010-01-01,NA
"Westwood","Los Angeles","All Homes",2010-01-01,578.179989944696
"Gramercy","New York","All Homes",2010-01-01,NA
"Richmond Hill","New York","All Homes",2010-01-01,NA
"Bay Ridge","New York","All Homes",2010-01-01,412.910052910053
"Kensington","New York","All Homes",2010-01-01,NA
"Bath Beach","New York","All Homes",2010-01-01,380.471649484536
"Bayside","New York","All Homes",2010-01-01,NA
"Granada Hills","Los Angeles","All Homes",2010-01-01,NA
"Maspeth","New York","All Homes",2010-01-01,NA
"Winnetka","Los Angeles","All Homes",2010-01-01,NA
"Chelsea","New York","All Homes",2010-01-01,998.888888888889
"Woodland Hills","Los Angeles","All Homes",2010-01-01,288.535645472062
"Highland Park","Los Angeles","All Homes",2010-01-01,NA
"Palms","Los Angeles","All Homes",2010-01-01,NA
"West Adams","Los Angeles","All Homes",2010-01-01,NA
"Mid City West","Los Angeles","All Homes",2010-01-01,560.43956043956
"Encino","Los Angeles","All Homes",2010-01-01,NA
"Greenwich Village","New York","All Homes",2010-01-01,NA
"El Sereno","Los Angeles","All Homes",2010-01-01,NA
"Coney Island","New York","All Homes",2010-01-01,335.763326585695
"Rego Park","New York","All Homes",2010-01-01,NA
"Kew Gardens Hills","New York","All Homes",2010-01-01,NA
"Mid Wilshire","Los Angeles","All Homes",2010-01-01,NA
"Parkchester","New York","All Homes",2010-01-01,184.615384615385
"Mar Vista","Los Angeles","All Homes",2010-01-01,549.088771310993
"Ocean Parkway","New York","All Homes",2010-01-01,NA
"Woodhaven","New York","All Homes",2010-01-01,NA
"Harbor Gateway","Los Angeles","All Homes",2010-01-01,NA
"Watts","Los Angeles","All Homes",2010-01-01,NA
"Tarzana","Los Angeles","All Homes",2010-01-01,NA
"Chatsworth","Los Angeles","All Homes",2010-01-01,NA
"Dyker Heights","New York","All Homes",2010-01-01,NA
"Morris Park","New York","All Homes",2010-01-01,157.722222222222
"Crenshaw","Los Angeles","All Homes",2010-01-01,NA
"Arleta","Los Angeles","All Homes",2010-01-01,NA
"Silver Lake","Los Angeles","All Homes",2010-01-01,417.53688200685
"Throggs Neck","New York","All Homes",2010-01-01,259.68992248062
"Hollis","New York","All Homes",2010-01-01,NA
"Westchester","Los Angeles","All Homes",2010-01-01,447.826086956522
"Hyde Park","Los Angeles","All Homes",2010-01-01,NA
"Studio City","Los Angeles","All Homes",2010-01-01,381.838662137632
"Del Rey","Los Angeles","All Homes",2010-01-01,NA
"Fort Greene","New York","All Homes",2010-01-01,NA
"West Hills","Los Angeles","All Homes",2010-01-01,272.254277437219
"Venice","Los Angeles","All Homes",2010-01-01,580.513418903151
"Greenpoint","New York","All Homes",2010-01-01,NA
"Sawtelle","Los Angeles","All Homes",2010-01-01,451.885565669701
"Middle Village","New York","All Homes",2010-01-01,NA
"Downtown","Los Angeles","All Homes",2010-01-01,NA
"Brentwood","Los Angeles","All Homes",2010-01-01,562.478631306139
"Capitol Hill","Seattle","All Homes",2010-01-01,416.597222222222
"Hollywood Hills","Los Angeles","All Homes",2010-01-01,572.89710117706
"Homecrest","New York","All Homes",2010-01-01,NA
"Bellerose","New York","All Homes",2010-01-01,NA
"Fort Hamilton","New York","All Homes",2010-01-01,365.664817465999
"Valley Glen","Los Angeles","All Homes",2010-01-01,NA
"Clinton","New York","All Homes",2010-01-01,1132.26871901086
"Jefferson Park","Los Angeles","All Homes",2010-01-01,NA
"Bernal Heights","San Francisco","All Homes",2010-01-01,NA
"Financial District","New York","All Homes",2010-01-01,1031.61560291903
"Eagle Rock","Los Angeles","All Homes",2010-01-01,NA
"Brighton Beach","New York","All Homes",2010-01-01,428.633767838729
"Auburndale","New York","All Homes",2010-01-01,NA
"Flatiron District","New York","All Homes",2010-01-01,NA
"Los Feliz","Los Angeles","All Homes",2010-01-01,495.042492917847
"Glassell Park","Los Angeles","All Homes",2010-01-01,NA
"Howard Beach","New York","All Homes",2010-01-01,NA
"College Point","New York","All Homes",2010-01-01,NA
"Marine Park","New York","All Homes",2010-01-01,369.293770139635
"Pelham Bay","New York","All Homes",2010-01-01,259.105332954438
"Eltingville","New York","All Homes",2010-01-01,290.690111803519
"Douglaston-Little Neck","New York","All Homes",2010-01-01,NA
"Echo Park","Los Angeles","All Homes",2010-01-01,NA
"Clinton Hill","New York","All Homes",2010-01-01,NA
"Valley Village","Los Angeles","All Homes",2010-01-01,NA
"Great Kills","New York","All Homes",2010-01-01,290.322987943956
"Fresh Meadows","New York","All Homes",2010-01-01,NA
"Pico-Robertson","Los Angeles","All Homes",2010-01-01,NA
"West Village","New York","All Homes",2010-01-01,NA
"Pacific Palisades","Los Angeles","All Homes",2010-01-01,690.059825126553
"Tujunga","Los Angeles","All Homes",2010-01-01,NA
"Harbor City","Los Angeles","All Homes",2010-01-01,NA
"Sunland","Los Angeles","All Homes",2010-01-01,NA
"Porter Ranch","Los Angeles","All Homes",2010-01-01,NA
"Brooklyn Heights","New York","All Homes",2010-01-01,703.552941176471
"Columbus Circle","New York","All Homes",2010-01-01,1033.00241481084
"Sutton Place","New York","All Homes",2010-01-01,NA
"Mission Hills","Los Angeles","All Homes",2010-01-01,NA
"West Brighton","New York","All Homes",2010-01-01,264.570838414255
"Heartland Village","New York","All Homes",2010-01-01,263.584752635848
"Gowanus","New York","All Homes",2010-01-01,NA
"Pacific Heights","San Francisco","All Homes",2010-01-01,NA
"Mount Washington","Los Angeles","All Homes",2010-01-01,300
"South of Market","San Francisco","All Homes",2010-01-01,NA
"Turtle Bay","New York","All Homes",2010-01-01,NA
"Midtown","New York","All Homes",2010-01-01,1343.33484431117
"Magnolia","Seattle","All Homes",2010-01-01,313.824468085106
"Greenwood","Seattle","All Homes",2010-01-01,NA
"Tribeca","New York","All Homes",2010-01-01,NA
"Wallingford","Seattle","All Homes",2010-01-01,NA
"Spuyten Duyvil","New York","All Homes",2010-01-01,295.454545454545
"Carnegie Hill","New York","All Homes",2010-01-01,NA
"Rockaway Park","New York","All Homes",2010-01-01,NA
"Tudor City","New York","All Homes",2010-01-01,935.769656699889
"Battery Park","New York","All Homes",2010-01-01,952
"Playa Del Rey","Los Angeles","All Homes",2010-01-01,440.47619047619
"Beverly Glen","Los Angeles","All Homes",2010-01-01,678.16742081448
"Cheviot Hills","Los Angeles","All Homes",2010-01-01,NA
"Lakeview Terrace","Los Angeles","All Homes",2010-01-01,NA
"Arden Heights","New York","All Homes",2010-01-01,259.763313609467
"Emerson Hill","New York","All Homes",2010-01-01,335.287846481876
"Jamaica Estates","New York","All Homes",2010-01-01,NA
"Glen Oaks","New York","All Homes",2010-01-01,NA
"Riverdale","New York","All Homes",2010-01-01,320.223721590909
"Bay Terrace","New York","All Homes",2010-01-01,NA
"Beacon Hill","Seattle","All Homes",2010-01-01,192.267628205128
"Floral park","New York","All Homes",2010-01-01,NA
"Fremont","Seattle","All Homes",2010-01-01,NA
"North Riverdale","New York","All Homes",2010-01-01,270
"Admiral","Seattle","All Homes",2010-01-01,306.212811578665
"Boerum Hill","New York","All Homes",2010-01-01,NA
"South Beach","San Francisco","All Homes",2010-01-01,703.051643192488
"West Los Angeles","Los Angeles","All Homes",2010-01-01,568.181818181818
"Rosebank","New York","All Homes",2010-01-01,254.891304347826
"Georgetown","New York","All Homes",2010-01-01,362.085830835831
"SoHo","New York","All Homes",2010-01-01,NA
"Hunters Point","New York","All Homes",2010-01-01,NA
"Red Hook","New York","All Homes",2010-01-01,NA
"Rossville","New York","All Homes",2010-01-01,232.483439490446
"Murray Hill","New York","All Homes",2010-01-01,NA
"Tottenville","New York","All Homes",2010-01-01,283.212560386473
"Downtown","New York","All Homes",2010-01-01,NA
"Richmond Town","New York","All Homes",2010-01-01,NA
"Clason Point","New York","All Homes",2010-01-01,NA
"Toluca Lake","Los Angeles","All Homes",2010-01-01,NA
"Belltown","Seattle","All Homes",2010-01-01,461.056401074306
"Broadview","Seattle","All Homes",2010-01-01,NA
"Springfield Gardens","New York","All Homes",2010-01-01,NA
"Ballard","Seattle","All Homes",2010-01-01,330.122157127982
"Bel Air","Los Angeles","All Homes",2010-01-01,NA
"Downtown","Seattle","All Homes",2010-01-01,NA
"High Point","Seattle","All Homes",2010-01-01,219.322580645161
"Alki","Seattle","All Homes",2010-01-01,347.676348547718
"Mill Basin","New York","All Homes",2010-01-01,462.920885176435
"Century City","Los Angeles","All Homes",2010-01-01,552.905464006938
"Gerritsen Beach","New York","All Homes",2010-01-01,NA
"Todt Hill","New York","All Homes",2010-01-01,NA
"City Island","New York","All Homes",2010-01-01,NA
"DUMBO","New York","All Homes",2010-01-01,NA
"Lake Balboa","Los Angeles","All Homes",2010-01-01,NA
"Upper West Side","New York","Condominium",2010-01-01,982.968545216252
"Sherman Oaks","Los Angeles","Condominium",2010-01-01,279.816513761468
"Upper East Side","New York","Condominium",2010-01-01,994.379720156899
"East New York","New York","Condominium",2010-01-01,NA
"Washington Heights","New York","Condominium",2010-01-01,NA
"Van Nuys","Los Angeles","Condominium",2010-01-01,NA
"Astoria","New York","Condominium",2010-01-01,NA
"Hollywood","Los Angeles","Condominium",2010-01-01,463.095238095238
"Williamsburg","New York","Condominium",2010-01-01,649.587385952832
"Bedford Stuyvesant","New York","Condominium",2010-01-01,NA
"Flatbush","New York","Condominium",2010-01-01,NA
"Crown Heights","New York","Condominium",2010-01-01,NA
"Harlem","New York","Condominium",2010-01-01,598.484848484848
"Williamsbridge","New York","Condominium",2010-01-01,NA
"East Harlem","New York","Condominium",2010-01-01,703.245749613601
"Bushwick","New York","Condominium",2010-01-01,NA
"North Hollywood","Los Angeles","Condominium",2010-01-01,NA
"Mid City","Los Angeles","Condominium",2010-01-01,NA
"Bensonhurst","New York","Condominium",2010-01-01,NA
"Koreatown","Los Angeles","Condominium",2010-01-01,NA
"Westlake","Los Angeles","Condominium",2010-01-01,NA
"Lower East Side","New York","Condominium",2010-01-01,NA
"Canarsie","New York","Condominium",2010-01-01,370.038412291933
"Flushing","New York","Condominium",2010-01-01,NA
"Sylmar","Los Angeles","Condominium",2010-01-01,NA
"San Pedro","Los Angeles","Condominium",2010-01-01,292.673992673993
"Forest Hills","New York","Condominium",2010-01-01,NA
"Reseda","Los Angeles","Condominium",2010-01-01,NA
"Panorama City","Los Angeles","Condominium",2010-01-01,NA
"North Hills","Los Angeles","Condominium",2010-01-01,NA
"Jackson Heights","New York","Condominium",2010-01-01,NA
"Park Slope","New York","Condominium",2010-01-01,639.53488372093
"Mission","San Francisco","Condominium",2010-01-01,NA
"Westwood","Los Angeles","Condominium",2010-01-01,536.426380368098
"Gramercy","New York","Condominium",2010-01-01,NA
"Bay Ridge","New York","Condominium",2010-01-01,367.692307692308
"Kensington","New York","Condominium",2010-01-01,NA
"Bath Beach","New York","Condominium",2010-01-01,NA
"Chelsea","New York","Condominium",2010-01-01,971.631205673759
"Woodland Hills","Los Angeles","Condominium",2010-01-01,NA
"Mid City West","Los Angeles","Condominium",2010-01-01,NA
"Encino","Los Angeles","Condominium",2010-01-01,228.031634446397
"Greenwich Village","New York","Condominium",2010-01-01,NA
"Coney Island","New York","Condominium",2010-01-01,NA
"Rego Park","New York","Condominium",2010-01-01,NA
"Mid Wilshire","Los Angeles","Condominium",2010-01-01,NA
"Parkchester","New York","Condominium",2010-01-01,188.442211055276
"Tarzana","Los Angeles","Condominium",2010-01-01,NA
"Chatsworth","Los Angeles","Condominium",2010-01-01,NA
"Morris Park","New York","Condominium",2010-01-01,NA
"Studio City","Los Angeles","Condominium",2010-01-01,318.627829384672
"Whitestone","New York","Condominium",2010-01-01,NA
"Del Rey","Los Angeles","Condominium",2010-01-01,NA
"Fort Greene","New York","Condominium",2010-01-01,NA
"Venice","Los Angeles","Condominium",2010-01-01,550.741836456122
"Greenpoint","New York","Condominium",2010-01-01,NA
"Sawtelle","Los Angeles","Condominium",2010-01-01,440.949227373068
"Downtown","Los Angeles","Condominium",2010-01-01,NA
"Brentwood","Los Angeles","Condominium",2010-01-01,475.247832605348
"Capitol Hill","Seattle","Condominium",2010-01-01,412.5460491035
"Hollywood Hills","Los Angeles","Condominium",2010-01-01,NA
"Homecrest","New York","Condominium",2010-01-01,NA
"Fort Hamilton","New York","Condominium",2010-01-01,341.428571428571
"Clinton","New York","Condominium",2010-01-01,1130.30871104579
"Financial District","New York","Condominium",2010-01-01,1030.92783505155
"Briarwood","New York","Condominium",2010-01-01,NA
"Brighton Beach","New York","Condominium",2010-01-01,432.071435727883
"Flatiron District","New York","Condominium",2010-01-01,NA
"Clinton Hill","New York","Condominium",2010-01-01,NA
"West Village","New York","Condominium",2010-01-01,1052.77777777778
"Porter Ranch","Los Angeles","Condominium",2010-01-01,NA
"Brooklyn Heights","New York","Condominium",2010-01-01,695.210618145563
"Columbus Circle","New York","Condominium",2010-01-01,1034.37430797946
"Sutton Place","New York","Condominium",2010-01-01,801.515151515152
"Gowanus","New York","Condominium",2010-01-01,NA
"South of Market","San Francisco","Condominium",2010-01-01,631.296891747053
"Turtle Bay","New York","Condominium",2010-01-01,NA
"Midtown","New York","Condominium",2010-01-01,NA
"Tribeca","New York","Condominium",2010-01-01,NA
"Spuyten Duyvil","New York","Condominium",2010-01-01,294.786096256684
"Carnegie Hill","New York","Condominium",2010-01-01,NA
"Tudor City","New York","Condominium",2010-01-01,937.012345128468
"Battery Park","New York","Condominium",2010-01-01,954.861111111111
"Playa Del Rey","Los Angeles","Condominium",2010-01-01,NA
"Glen Oaks","New York","Condominium",2010-01-01,NA
"Riverdale","New York","Condominium",2010-01-01,309.920634920635
"North Riverdale","New York","Condominium",2010-01-01,251.612903225806
"Boerum Hill","New York","Condominium",2010-01-01,NA
"South Beach","San Francisco","Condominium",2010-01-01,706.060606060606
"SoHo","New York","Condominium",2010-01-01,NA
"Hunters Point","New York","Condominium",2010-01-01,NA
"Red Hook","New York","Condominium",2010-01-01,NA
"Murray Hill","New York","Condominium",2010-01-01,NA
"Downtown","New York","Condominium",2010-01-01,NA
"Belltown","Seattle","Condominium",2010-01-01,463.71750097012
"Downtown","Seattle","Condominium",2010-01-01,654.411764705882
"Century City","Los Angeles","Condominium",2010-01-01,524.15679124886
"Garment District","New York","Condominium",2010-01-01,NA
"DUMBO","New York","Condominium",2010-01-01,NA
"Playa Vista","Los Angeles","Condominium",2010-01-01,NA
"Upper West Side","New York","Single Family Residence",2010-01-01,NA
"Sherman Oaks","Los Angeles","Single Family Residence",2010-01-01,383.806182021753
"South Los Angeles","Los Angeles","Single Family Residence",2010-01-01,NA
