RegionName,State,Metro,CountyName,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03
Wheatfield,NY,Buffalo,Niagara,209945,219900,225000,224450,234900,229900,229900,229950,225000,222450,224900,219950,219900,218950,204900,214500,213900,214900,214900,224900,222250,219450,224899,198450,206400,199900,197000,2.00E+05,209000,220000,219900,219900,209900,222450,209900,220000,209900,209450,202400,224900,2.00E+05
Hood River,OR,Hood River,Hood River,364000,375000,350000,385250,394500,395000,395000,415000,392500,399000,395000,395000,399000,395000,389000,367000,389000,389000,389000,392000,399500,412500,444000,432000,450000,449000,432000,432000,439500,445000,440000,455000,489000,519000,499000,507000,479900,498000,532500,496500,495000
West Melbourne,FL,Melbourne,Brevard,189000,186495,179945,188495,189900,199000,199500,197745,198945,205000,209950,212900,216900,205000,199000,210450,208990,205900,209000,210000,210900,229900,234900,219900,229900,229900,229995,220000,224900,234900,234000,235000,239000,239000,249900,269000,260000,269900,269949.5,279700,269900
Lewisburg,TN,Lewisburg,Marshall,107900,98673.5,102900,109900,107716,109499,109699.5,114900,117950,112500,114900,115900,116100,109900,109950,109000,127900,126400,125000,129700,119500,110000,117500,117500,114900,116750,119700,123000,122750,122500,127950,125000,139900,149900,140949.5,131900,139200,142400,130000,140272,146750
Chalmette,LA,New Orleans,Saint Bernard,125000,128950,126950,125000,128950,129500,139000,140000,135350,137000,138000,130000,132000,135000,130000,135000,132400,135000,135000,135000,135700,135000,134950,134950,135000,140950,145000,136850,145000,149000,155000,157000,159000,160000,160000,165000,165000,164900,159950,163950,171200
Niles,OH,Youngstown,Trumbull,,,,,,,,,,,,,,,,,,,,,,,,,,66250,69900,64900,64900,59900,66700,65900,67500,68200,69500,69500,65900,65450,65900,67000,64950
Fayetteville,TN,,Lincoln,128500,129250,125000,129000,129250,129000,129250,130000,129900,136900,139000,137900,136900,139950,139900,137600,139900,139900,139000,139900,139900,139900,135000,135950,137950,141250,135000,134925,136590,135000,135000,135000,129900,139200,146000,135200,139200,130000,139800,136750,146500
Whitehall,OH,Columbus,Franklin,69000,69900,69900,69900,69900,75500,84000,84900,74950,69900,69900,69900,74200,69950,62450,70000,70000,69400,69000,68950,70950,75000,74900,78450,74950,74950,72400,71950,74900,75000,74950,76000,79900,77000,79900,75500,78000,79900,74900,74900,79900
Saco,ME,Portland,York,249900,249000,243500,259000,259000,249900,256250,266850,254500,259900,245000,245000,265000,262950,253000,265000,269900,275000,279000,279000,269900,259450,259900,264900,275000,279450,279900,269900,299900,299900,297250,291500,264950,287450,291500,279000,279000,264950,272900,269900,269900
Dover,NJ,New York,Morris,219900,239900,254949.5,257450,239900,229900,229950,247000,259000,264000,249900,229900,225450,225900,225000,237000,249500,239450,239450,247250,260000,260000,275000,274900,274950,269900,262400,262900,269900,274900,274950,269900,267250,262700,259900,259900,264900,254000,239900,242875,246950
Big Lake,MN,Minneapolis-St Paul,Sherburne,189900,182908.5,175700,179900,179900,188409.5,181400,189900,194950,196400,197700,184900,184900,179900,184900,189000,189850,188400,199999.5,209900,199900,209900,220400,219900,232900,219900,214900,219200,219900,215000,215000,209900,211950,212900,209900,214900,216400,219450,217873.5,221900,219900
Mt Olive Township,NJ,New York,Morris,329000,325000,321990,321990,330990,349445,348995,349445,339900,337995,324900,319900,322990,326950,339000,341445,342990,339000,338990,338990,334900,338990,341990,338990,339990,339990,339000,339945,354900,350000,399000,359000,389950,399000,375000,367500,344450,362500,368750,352400,349900
Debary,FL,Daytona Beach,Volusia,198500,196950,199900,199900,205000,199900,189900,2.00E+05,210000,217450,219900,219000,217500,210000,194900,216500,219900,219000,214900,217500,212000,210000,219450,229900,235000,239900,243900,249900,249900,249950,239900,229000,234900,241900,239900,230000,226925,233150,230000,229900,239000
Bethany,OK,Oklahoma City,Oklahoma,115000,107250,109450,106650,109500,114900,115750,114900,114900,111500,109900,107950,105900,99900,105000,117200,124900,125000,125000,115900,122500,122500,123700,125450,123000,124900,124885,125000,123685,129450,129950,129950,125000,125000,125000,125000,127000,125000,119200,124900,130500
Ellijay,GA,,Gilmer,199900,199900,199900,199900,199900,199900,203500,224900,214900,205500,199950,197900,199000,189900,189900,199000,199000,2.00E+05,212400,219900,2.00E+05,207000,215200,225000,220000,224950,224950,210000,209950,221888.5,219000,224900,224900,229900,229000,232500,229900,225450,224900,225900,224900
Scottsbluff,NE,Scottsbluff,Scotts Bluff,125000,122500,122500,124500,129900,136000,129700,129500,119750,129900,129900,131500,134900,132450,139900,134950,143750,145000,140000,141000,139900,135000,135000,135000,140000,140750,133700,152500,145750,156000,155000,142500,149000,134900,139000,151500,154000,157250,159500,155500,174500
Hillsborough,NC,Durham,Orange,295150,290825,290900,249900,249900,252000,294900,299900,295000,299950,317000,319900,345000,339800,314900,314900,343495,343495,339582,343990,341000,334900,336950,345945,329825,345000,347000,345990,345900,345990,344990,354900,349900,349450,329990,339945,344900,344945,343500,339900,349900
Miamisburg,OH,Dayton,Montgomery,123000,139900,147450,139400,134900,134900,129900,127800,129900,131900,129900,125436,122950,110000,110000,117900,117950,106950,111450,117900,126950,130000,129950,133900,129900,128900,129000,128950,136000,135950,135450,136900,145600,144900,131400,129900,129900,115500,119000,125450,133700
Lackawanna,NY,Buffalo,Erie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89000,101000,104900,94625,89000,99000,99000,99000,98250,99450,1.00E+05,104999
Mandan,ND,Bismarck,Morton,,,,,,,,249900,256900,262400,274900,247400,251990,249990,255495,252990,249900,249990,262200,266400,253990,249900,250000,244950,262400,250000,264950,259900,250000,249900,255400,244900,242900,239950,239900,239900,235900,243500,239990,239000,239990
Hutto,TX,Austin,Williamson,171805,169945,174765,174994.5,177250,175995,172995,176900,178700,183995,183995,183947.5,183900,193179,194997.5,198495,199000,199000,199000,197992.5,203990,202495,2.00E+05,201990,206992.5,218447.5,216992.5,208995,213947.5,217870,217995,219945,218990,219900,221950,229994.5,230000,230056,230000,237990,240995
Phelan,CA,Riverside,San Bernardino,212500,210000,204000,215900,219900,220000,238400,239700,235000,234950,228500,249900,228000,239000,249900,261025,249900,249900,276500,259850,269900,267000,269900,284900,279000,275000,299000,299999.5,299000,299450,295000,285000,289900,289900,285900,274900,265000,269000,269900,275000,289000
Harrodsburg,KY,,Mercer,149900,147950,142200,139900,139900,139900,129900,134900,134000,134900,133000,135000,136000,134900,134900,130000,139500,134900,135000,135950,141500,145000,145500,139990,139900,139900,137500,139900,139900,145400,139900,138950,132500,139700,139900,144975,139700,135000,139450,143500,139900
Fruit Cove,FL,Jacksonville,Saint Johns,277940,278900,277940,279900,280495,275000,274700,277470,278000,298970,299995,299250,307285.5,293445,289900,289995,285000,287900,289450,304940,314900,314900,318500,335742.5,330000,319450,319900,336700,330000,333000,329000,335000,329450,325000,325000,330000,338990,336740,344990,366450,348490
Syracuse,UT,Ogden,Davis,275000,275000,255000,270950,265000,274450,270000,274900,272000,269900,272900,275000,274800,294950,294900,284500,291950,295000,284900,292000,3.00E+05,297500,292450,292000,289900,289999,302900,304947.5,310950,324900,329000,346950,325000,325000,319900,319900,319900,321400,320450,319900,338000
Tinton Falls,NJ,New York,Monmouth,309990,304900,304900,299990,299900,299999,299900,299999,301990,309450,315004,329949.5,334900,346250,334950,335000,329900,310500,314745,309900,324990,358900,344500,333871,340376,324990,339000,326500,318660.5,325000,319900,319900,341900,335500,332150,339000,337750,324900,322450,325000,325000
North Wilkesboro,NC,North Wilkesboro,Wilkes,110000,119900,114170,109900,114170,129900,129900,135700,136900,132200,129900,139900,141400,141400,129900,134500,139900,149000,132500,129000,129900,129900,129450,134900,137200,134900,129150,129700,138250,138000,139250,148250,149900,149000,139900,144900,136400,134900,139900,145000,139900
Scottsboro,AL,Scottsboro,Jackson,164900,159900,155000,151500,159900,165900,164900,159500,169900,164900,169000,167950,169900,169900,163500,169900,173000,179900,175000,195000,185150,189500,184000,171400,175000,169900,169900,182400,189900,194900,199000,184900,170950,179900,179900,180000,179900,179900,179900,189500,185500
Windsor Township,PA,York,York,,,250932,222235,218900,216235,218900,219986,215420,218136.5,236916,237928.5,232400,235433,227043,222993,222946.5,226910.5,226229,224900,222082,222082,234522,225000,230854,227247,230217,234582,237454,229612,233488.5,239291,238722,238931,238547.5,242772,245591,243183,248680,225888,227318
Town of Groton,CT,New London,New London,215000,199450,197000,190000,190000,209000,219500,226950,230000,230000,225000,214900,218500,219900,214950,199900,210000,199900,230280,229900,232447.5,225000,242500,249900,239900,244500,235900,248950,248900,249947.5,240000,249900,239947.5,233500,232000,225000,222000,219900,199900,207000,224950
Mokena,IL,Chicago,Will,264900,239450,242400,251950,269808,274808,299404,313900,299854,306900,294900,292900,297000,299900,299900,299250,289900,294900,289900,279459.5,267808,269900,268900,269900,277400,282400,295250,295500,292500,296450,295250,295000,307400,296950,3.00E+05,285655,279900,279900,285177.5,309900,315000
Howard,WI,Green Bay,Brown,184900,176900,184900,184900,164900,164000,179500,193950,199900,209900,220900,224900,224900,239900,233000,224900,214900,213400,217800,223400,219700,222900,224900,220200,219500,224900,217305,219900,237500,225000,229900,229900,229900,234650,229900,224000,224850,239900,232400,217400,229900
Crescent City,CA,Crescent City,Del Norte,,,,,,,,,,,,,,,,,,,,199450,215000,219000,199000,204500,204250,212500,194950,199250,199250,207500,2.00E+05,215500,225000,229475,229950,219250,219000,2.00E+05,199450,209500,199450
Sudbury,MA,Boston,Middlesex,779900,779900,729000,724950,729000,734900,744490,719900,729450,720000,725000,723500,715000,715000,694824,699900,789450,769000,774900,799900,799900,799900,799000,749000,774000,839000,894450,924000,849900,859000,849900,799000,798000,799000,819500,798500,809500,819000,819000,825000,879000
Griffith,IN,Chicago,Lake,134900,129900,129900,132000,133900,133250,129900,129900,129900,129977,132000,129900,127997,124900,124900,125500,124900,122950,119900,120900,119900,126500,129900,129899,129900,128500,128500,128000,124950,125900,129900,125000,130000,130000,121400,127200,131000,139900,134900,130950,135200
White Bear Lake,MN,Minneapolis-St Paul,Ramsey,187400,199900,194900,179900,209900,209900,218450,219700,214900,207500,197350,191200,193700,199900,201700,199900,201400,209000,212997,209500,214950,205000,205000,205000,199950,199950,2.00E+05,2.00E+05,215000,219900,219900,219900,230000,229998.5,234500,225000,214900,208450,214950,229900,239900
Camden,SC,Columbia,Kershaw,139665,140000,139900,140000,159000,159900,169900,159950,164900,162055,175000,169990,167990,159000,156700,159000,159000,159900,159900,167990,159950,162381,159800,156250,159900,160000,159900,159900,164900,174900,189000,189000,186000,179000,175000,173500,175000,165125,164500,164900,171267.5
Grafton,MA,Worcester,Worcester,,,,,379900,379988,349900,344900,310000,327450,339000,339900,329900,349950,359900,397400,369900,349900,359900,374900,385000,372000,393000,377450,369450,359000,364900,364900,382450,360000,349999.5,369900,377450,379900,399450,409000,405000,425000,419000,425000,420000
Winthrop,MA,Boston,Suffolk,309000,294950,317062,309112,299500,289000,299900,309000,307400,299900,304900,326950,329000,314900,314900,308888,324450,329000,329000,329900,359000,334999,349900,339000,339900,329000,332499,334999,324900,344450,344250,332449.5,369000,350000,344450,339000,349000,346900,339900,354450,347950
Pleasantville,NJ,Atlantic City,Atlantic,89000,89000,89900,87000,89700,89000,88000,89000,89000,88000,88000,88450,80000,83900,80000,79900,74500,70000,66450,69500,69250,70000,75000,69900,69900,69900,69900,64700,64949.5,64950,60000,64900,62280,64900,59900,60000,64900,62000,59900,62000,65000
Plainville,CT,Hartford,Hartford,175000,179900,174900,174900,164900,162000,164900,169900,168900,169900,169900,167400,179900,179900,175900,179900,179000,179900,179900,186950,199450,189900,179900,189900,179900,179450,174900,169000,173250,174000,174700,179850,179900,170000,169900,174900,184788,166800,179900,189900,197500
Hamilton Township,NJ,Atlantic City,Atlantic,159900,164900,167500,175000,180250,187500,185000,199900,189900,189900,189900,189900,179900,175000,161500,160000,159900,150000,160000,164900,164900,164900,157400,144900,144950,149900,163000,155000,159900,163200,155000,149900,139925,149999,145900,149999,155000,155000,151500,146700,159900
Hopkins,MN,Minneapolis-St Paul,Hennepin,,,,,,,,,,232450,234900,222390,212450,234900,245950,234900,215000,233450,229900,229900,219900,222400,219900,219900,224900,229900,224900,219700,214900,205000,214900,217500,240000,249900,254900,257500,235000,229900,244900,259900,239950
Berlin,CT,Hartford,Hartford,279900,269900,269900,279900,297450,285000,279900,279000,279450,269900,270000,269900,264750,267450,269900,262450,262450,275000,285700,289000,299949.5,299900,279900,274900,269900,267450,265000,269900,272400,269900,274950,269900,267900,265000,265000,254900,259900,259900,249900,274950,269900
Bixby,OK,Tulsa,Tulsa,230000,235900,231000,229000,220000,219000,218694,217350,219100,226050,229500,224000,219050,224000,225687.5,229900,229775,223250,225000,223100,227600,224850,221050,228000,231341,231600,241425,254875,264900,264950,265020,274536,271575,269900,255151.5,262886,266500,264000,269000,255000,262886
Forest Park,OH,Cincinnati,Hamilton,79900,78500,76900,79900,80950,79000,83500,89900,89900,97900,91200,93250,89900,87900,88450,92950,89950,89900,87750,85000,90000,90000,87450,89900,89900,89900,85000,89000,88400,89900,89900,89900,89900,89000,98000,96450,91900,89450,97000,99950,114900
Westlake Village,CA,Ventura,Ventura,,,,,,927425,975000,1019000,1073500,1167450,1213000,1220000,1225000,1249000,1184500,1150000,1122000,1075000,1100000,1084500,1175000,1290000,1290000,1268750,1249500,1380000,1349000,1294000,1299000,1379000,1379000,1295000,1295000,1278000,1299900,1249500,1259000,1235500,1450000,1499000,1299000
Willowbrook,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,249950,265000,235400,247450,245000,251888,261450,265000,275000,275000,269999,285000,285000,264900,269900,280000,277500,280000,285000,285000,289999.5,299000,309950,308000,307495,323225,325000,325000,325000,321450,335000,335000,325000,339000,339950,339949.5,340000,349900,339949.5,339999,349999
South Hadley,MA,Springfield,Hampshire,224900,236000,269450,249900,235000,259450,264900,239543.5,234900,239900,225000,239900,238500,239200,204900,212450,225000,217950,230000,234950,249900,239900,244450,239900,229900,225000,215950,215000,237900,239900,259900,249900,259900,259900,269000,249000,234200,232450,241450,243700,234900
Cudahy,WI,Milwaukee,Milwaukee,124900,121900,121900,126200,131400,135000,132900,132450,129900,129900,132445,129900,129000,129000,125000,128900,125000,127900,134900,131900,134600,134900,133450,134900,132000,130800,130000,129900,129900,130000,130800,129900,127000,129899,134900,127500,128102,126949.5,128899.5,134900,139900
